"DXXPT38Y.Code.or.Value","DXXPT38Y.Value.Description","DXXPT38Y.Count","DXXPT38Y.Cumulative","DXXPT38Y.Skip.to.Item"
"171.2 to 403.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
