"DXXPT15X.Code.or.Value","DXXPT15X.Value.Description","DXXPT15X.Count","DXXPT15X.Cumulative","DXXPT15X.Skip.to.Item"
"326.1 to 961.3","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
