"DXXPT41Y.Code.or.Value","DXXPT41Y.Value.Description","DXXPT41Y.Count","DXXPT41Y.Cumulative","DXXPT41Y.Skip.to.Item"
"158.2 to 391.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
