"DBQ750.Code.or.Value","DBQ750.Value.Description","DBQ750.Count","DBQ750.Cumulative","DBQ750.Skip.to.Item"
"1","Always",787,787,NA
"2","Most of the time",1426,2213,NA
"3","Sometimes",1790,4003,NA
"4","Rarely",749,4752,NA
"5","Never",423,5175,NA
"6","Never seen",14,5189,NA
"7","Refused",0,5189,NA
"9","Don't know",9,5198,NA
".","Missing",1201,6399,NA
