"DXXPT54X.Code.or.Value","DXXPT54X.Value.Description","DXXPT54X.Count","DXXPT54X.Cumulative","DXXPT54X.Skip.to.Item"
"554.4 to 1133.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
