"DXXPT65Y.Code.or.Value","DXXPT65Y.Value.Description","DXXPT65Y.Count","DXXPT65Y.Cumulative","DXXPT65Y.Skip.to.Item"
"71.9 to 257.5","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
