"CBQ890.Code.or.Value","CBQ890.Value.Description","CBQ890.Count","CBQ890.Cumulative","CBQ890.Skip.to.Item"
"1","Yes",601,601,""
"2","No",1064,1665,"CBQ700"
"7","Refused",0,1665,""
"9","Don't know",0,1665,""
".","Missing",380,2045,""
