"DXXPT69Y.Code.or.Value","DXXPT69Y.Value.Description","DXXPT69Y.Count","DXXPT69Y.Cumulative","DXXPT69Y.Skip.to.Item"
"110.3 to 346.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
