"DXXPT9Y.Code.or.Value","DXXPT9Y.Value.Description","DXXPT9Y.Count","DXXPT9Y.Cumulative","DXXPT9Y.Skip.to.Item"
"181.6 to 427.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
