"DXXPT83X.Code.or.Value","DXXPT83X.Value.Description","DXXPT83X.Count","DXXPT83X.Cumulative","DXXPT83X.Skip.to.Item"
"489.2 to 1069.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
