"DXXPT10X.Code.or.Value","DXXPT10X.Value.Description","DXXPT10X.Count","DXXPT10X.Cumulative","DXXPT10X.Skip.to.Item"
"107.6 to 759","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
