"DXXPT33Y.Code.or.Value","DXXPT33Y.Value.Description","DXXPT33Y.Count","DXXPT33Y.Cumulative","DXXPT33Y.Skip.to.Item"
"154.3 to 384.9","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
