"DXXPT94Y.Code.or.Value","DXXPT94Y.Value.Description","DXXPT94Y.Count","DXXPT94Y.Cumulative","DXXPT94Y.Skip.to.Item"
"105.7 to 340.7","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
