"DXXPT82Y.Code.or.Value","DXXPT82Y.Value.Description","DXXPT82Y.Count","DXXPT82Y.Cumulative","DXXPT82Y.Skip.to.Item"
"50.6 to 283.6","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
