"DXXPT29X.Code.or.Value","DXXPT29X.Value.Description","DXXPT29X.Count","DXXPT29X.Cumulative","DXXPT29X.Skip.to.Item"
"638.3 to 1222.6","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
