"CIQD018.Code.or.Value","CIQD018.Value.Description","CIQD018.Count","CIQD018.Cumulative","CIQD018.Skip.to.Item"
"1","Yes",14,14,NA
"2","No",7,21,NA
"7","Refuse",0,21,NA
"9","Don't know",0,21,NA
".","Missing",757,778,NA
