"CBQ865.Code.or.Value","CBQ865.Value.Description","CBQ865.Count","CBQ865.Cumulative","CBQ865.Skip.to.Item"
"1","Yes",105,105,""
"2","No",744,849,"CBQ875"
"7","Refused",0,849,"CBQ875"
"9","Don't know",4,853,"CBQ875"
".","Missing",1192,2045,""
