"AUXLR165.Code.or.Value","AUXLR165.Value.Description","AUXLR165.Count","AUXLR165.Cumulative","AUXLR165.Skip.to.Item"
"-17 to 58","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
