"DXXPT6Y.Code.or.Value","DXXPT6Y.Value.Description","DXXPT6Y.Count","DXXPT6Y.Cumulative","DXXPT6Y.Skip.to.Item"
"41.3 to 271.5","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
