"DXXPT66X.Code.or.Value","DXXPT66X.Value.Description","DXXPT66X.Count","DXXPT66X.Cumulative","DXXPT66X.Skip.to.Item"
"58.4 to 694.8","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
