"TYXP164.Code.or.Value","TYXP164.Value.Description","TYXP164.Count","TYXP164.Cumulative","TYXP164.Skip.to.Item"
"-297 to 5","Range of Values",4262,4262,NA
".","Missing",4207,8469,NA
