"DXXPT26Y.Code.or.Value","DXXPT26Y.Value.Description","DXXPT26Y.Count","DXXPT26Y.Cumulative","DXXPT26Y.Skip.to.Item"
"92.3 to 333.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
