"SMQ870.Code.or.Value","SMQ870.Value.Description","SMQ870.Count","SMQ870.Cumulative","SMQ870.Skip.to.Item"
"1","Yes",8991,8991,""
"2","No",886,9877,"SMQ874"
"7","Refused",0,9877,"SMQ874"
"9","Don't know",0,9877,"SMQ874"
".","Missing",94,9971,""
