"DXXPT22Y.Code.or.Value","DXXPT22Y.Value.Description","DXXPT22Y.Count","DXXPT22Y.Cumulative","DXXPT22Y.Skip.to.Item"
"108.3 to 297.7","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
