"DXXPT78X.Code.or.Value","DXXPT78X.Value.Description","DXXPT78X.Count","DXXPT78X.Cumulative","DXXPT78X.Skip.to.Item"
"50.3 to 694.5","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
