"DXXPT76Y.Code.or.Value","DXXPT76Y.Value.Description","DXXPT76Y.Count","DXXPT76Y.Cumulative","DXXPT76Y.Skip.to.Item"
"69.7 to 302.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
