"DXXPT48X.Code.or.Value","DXXPT48X.Value.Description","DXXPT48X.Count","DXXPT48X.Cumulative","DXXPT48X.Skip.to.Item"
"238.3 to 880.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
