"DXXPT73X.Code.or.Value","DXXPT73X.Value.Description","DXXPT73X.Count","DXXPT73X.Cumulative","DXXPT73X.Skip.to.Item"
"54.1 to 701.9","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
