"DXXPT85X.Code.or.Value","DXXPT85X.Value.Description","DXXPT85X.Count","DXXPT85X.Cumulative","DXXPT85X.Skip.to.Item"
"1.5 to 557.3","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
