"DXXPT68X.Code.or.Value","DXXPT68X.Value.Description","DXXPT68X.Count","DXXPT68X.Cumulative","DXXPT68X.Skip.to.Item"
"75.8 to 618.2","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
