"DXXPT31X.Code.or.Value","DXXPT31X.Value.Description","DXXPT31X.Count","DXXPT31X.Cumulative","DXXPT31X.Skip.to.Item"
"240.6 to 884.6","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
