"CBQ502.Code.or.Value","CBQ502.Value.Description","CBQ502.Count","CBQ502.Cumulative","CBQ502.Skip.to.Item"
"1","Yes",1310,1310,"CBQ506"
"2","No",355,1665,""
"7","Refused",0,1665,""
"9","Don't know",0,1665,""
".","Missing",380,2045,""
