"CBQ555.Code.or.Value","CBQ555.Value.Description","CBQ555.Count","CBQ555.Cumulative","CBQ555.Skip.to.Item"
"1","Yes",300,300,NA
"2","No",3692,3992,NA
"7","Refused",2,3994,NA
"9","Don't know",4,3998,NA
".","Missing",2024,6022,NA
