"DXXPT74Y.Code.or.Value","DXXPT74Y.Value.Description","DXXPT74Y.Count","DXXPT74Y.Cumulative","DXXPT74Y.Skip.to.Item"
"68.7 to 253.8","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
