"URDP04LC.Code.or.Value","URDP04LC.Value.Description","URDP04LC.Count","URDP04LC.Cumulative","URDP04LC.Skip.to.Item"
"0","At or above the detection limit",2581,2581,NA
"1","Below lower detection limit",1,2582,NA
".","Missing",136,2718,NA
