"DXXPT26X.Code.or.Value","DXXPT26X.Value.Description","DXXPT26X.Count","DXXPT26X.Cumulative","DXXPT26X.Skip.to.Item"
"549.8 to 1136.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
