"DXXPT20Y.Code.or.Value","DXXPT20Y.Value.Description","DXXPT20Y.Count","DXXPT20Y.Cumulative","DXXPT20Y.Skip.to.Item"
"159.4 to 391.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
