"DXXPT30Y.Code.or.Value","DXXPT30Y.Value.Description","DXXPT30Y.Count","DXXPT30Y.Cumulative","DXXPT30Y.Skip.to.Item"
"75.1 to 320.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
