"AUXRR133.Code.or.Value","AUXRR133.Value.Description","AUXRR133.Count","AUXRR133.Cumulative","AUXRR133.Skip.to.Item"
"-45 to 67","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
