"DXXPT75Y.Code.or.Value","DXXPT75Y.Value.Description","DXXPT75Y.Count","DXXPT75Y.Cumulative","DXXPT75Y.Skip.to.Item"
"60.6 to 293.4","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
