"AUXLR247.Code.or.Value","AUXLR247.Value.Description","AUXLR247.Count","AUXLR247.Cumulative","AUXLR247.Skip.to.Item"
"-14 to 77","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
