"RHQ562.Code.or.Value","RHQ562.Value.Description","RHQ562.Count","RHQ562.Cumulative","RHQ562.Skip.to.Item"
"1","Yes",36,36,""
"2","No",269,305,"RHQ570"
"7","Refused",1,306,"RHQ570"
"9","Don't know",36,342,"RHQ570"
".","Missing",2956,3298,""
