"DXXPT74X.Code.or.Value","DXXPT74X.Value.Description","DXXPT74X.Count","DXXPT74X.Cumulative","DXXPT74X.Skip.to.Item"
"578.6 to 1155","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
