"CBQ685.Code.or.Value","CBQ685.Value.Description","CBQ685.Count","CBQ685.Cumulative","CBQ685.Skip.to.Item"
"1","Always",112,112,""
"2","Most of the time",235,347,""
"3","Sometimes",564,911,""
"4","Rarely",387,1298,""
"5","Never",365,1663,"CBQ920"
"6","Never seen",0,1663,"CBQ920"
"7","Refused",0,1663,"CBQ920"
"9","Don't know",1,1664,"CBQ920"
".","Missing",381,2045,""
