"DXXPT62X.Code.or.Value","DXXPT62X.Value.Description","DXXPT62X.Count","DXXPT62X.Cumulative","DXXPT62X.Skip.to.Item"
"626.5 to 1205.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
