"DXXPT39Y.Code.or.Value","DXXPT39Y.Value.Description","DXXPT39Y.Count","DXXPT39Y.Cumulative","DXXPT39Y.Skip.to.Item"
"170.9 to 407.1","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
