"DXXPT10Y.Code.or.Value","DXXPT10Y.Value.Description","DXXPT10Y.Count","DXXPT10Y.Cumulative","DXXPT10Y.Skip.to.Item"
"135.6 to 369.6","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
