"DXXPT85Y.Code.or.Value","DXXPT85Y.Value.Description","DXXPT85Y.Count","DXXPT85Y.Cumulative","DXXPT85Y.Skip.to.Item"
"106 to 341.6","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
