"DXXPT52Y.Code.or.Value","DXXPT52Y.Value.Description","DXXPT52Y.Count","DXXPT52Y.Cumulative","DXXPT52Y.Skip.to.Item"
"68.8 to 312.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
