"DXXPT37Y.Code.or.Value","DXXPT37Y.Value.Description","DXXPT37Y.Count","DXXPT37Y.Cumulative","DXXPT37Y.Skip.to.Item"
"52 to 233.3","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
