"DXXPT18X.Code.or.Value","DXXPT18X.Value.Description","DXXPT18X.Count","DXXPT18X.Cumulative","DXXPT18X.Skip.to.Item"
"72.4 to 723","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
