"DXXPT53X.Code.or.Value","DXXPT53X.Value.Description","DXXPT53X.Count","DXXPT53X.Cumulative","DXXPT53X.Skip.to.Item"
"316.1 to 961.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
