"DXXPT27Y.Code.or.Value","DXXPT27Y.Value.Description","DXXPT27Y.Count","DXXPT27Y.Cumulative","DXXPT27Y.Skip.to.Item"
"135.6 to 373.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
