"DXXPT22X.Code.or.Value","DXXPT22X.Value.Description","DXXPT22X.Count","DXXPT22X.Cumulative","DXXPT22X.Skip.to.Item"
"530 to 1117.5","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
