"CBQ600.Code.or.Value","CBQ600.Value.Description","CBQ600.Count","CBQ600.Cumulative","CBQ600.Skip.to.Item"
"1","Yes",1429,1429,"CBQ610"
"2","No",1333,2762,"DBQ890"
"7","Refused",0,2762,"DBQ890"
"9","Don't know",22,2784,"DBQ890"
".","Missing",3615,6399,""
