"DXXPT87X.Code.or.Value","DXXPT87X.Value.Description","DXXPT87X.Count","DXXPT87X.Cumulative","DXXPT87X.Skip.to.Item"
"-16.5 to 436.3","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
