"TYXA168.Code.or.Value","TYXA168.Value.Description","TYXA168.Count","TYXA168.Cumulative","TYXA168.Skip.to.Item"
"0.161 to 6.679","Range of Values",3521,3521,NA
".","Missing",4948,8469,NA
