"AUXLR226.Code.or.Value","AUXLR226.Value.Description","AUXLR226.Count","AUXLR226.Cumulative","AUXLR226.Skip.to.Item"
"-13 to 66","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
