"AUXLR275.Code.or.Value","AUXLR275.Value.Description","AUXLR275.Count","AUXLR275.Cumulative","AUXLR275.Skip.to.Item"
"-18 to 58","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
