"DXXPT54X.Code.or.Value","DXXPT54X.Value.Description","DXXPT54X.Count","DXXPT54X.Cumulative","DXXPT54X.Skip.to.Item"
"638.8 to 1218.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
