"DXXPT50Y.Code.or.Value","DXXPT50Y.Value.Description","DXXPT50Y.Count","DXXPT50Y.Cumulative","DXXPT50Y.Skip.to.Item"
"57.7 to 237.1","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
