"DXXPT36X.Code.or.Value","DXXPT36X.Value.Description","DXXPT36X.Count","DXXPT36X.Cumulative","DXXPT36X.Skip.to.Item"
"729.7 to 1269.8","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
