"DXXPT76X.Code.or.Value","DXXPT76X.Value.Description","DXXPT76X.Count","DXXPT76X.Cumulative","DXXPT76X.Skip.to.Item"
"250.5 to 896.4","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
