"DXXPT60Y.Code.or.Value","DXXPT60Y.Value.Description","DXXPT60Y.Count","DXXPT60Y.Cumulative","DXXPT60Y.Skip.to.Item"
"64.8 to 248.9","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
